Name,Borough,Area,Full_Address,Postcode,Opening_Times,Phone,Email,Website,Requirements,Cost,Services,Contact_Person,Notes,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Opening_Time,Closing_Time,Time_Notes,Service_FoodBank,Service_CommunityMeals,Service_Delivery,Service_Clothing,Service_Utilities,Service_Furniture,Access_Type,Latitude,Longitude,Has_Complete_Info,Last_Updated,Coordinate_Source,,
Stockport Foodbank Trussell Trust,Stockport,Hazel Grove,"Hazel Grove Baptist Church, Station Street",SK7 4EX,Mon 12:30pm - 2:30pm; Wed 10.30am - 12.30pm; Fri 11:30am - 1:30pm,07483 115349,foodbank@stockportfoodbank.org.uk,http://stockport.foodbank.org.uk/,Foodbank Voucher,Free,Foodbank,,,Y,N,Y,N,Y,N,N,12:30,14:30,Mon 12:30pm - 2:30pm; Wed 10.30am - 12.30pm; Fri 11:30am - 1:30pm,Y,N,N,N,N,N,Referral,53.3779519,-2.121389,Y,01/09/2025,original,,
The Pantry,Stockport,Marple,"Connect building, Queen Street",SK6 6BQ,10.00am - noon every Saturday,0161 4272378,office@allsaintsmarple.co.uk,https://allsaintsmarple.co.uk,Registration required,Membership fees apply,Pantry,,Monthly cookery demonstrations; Connect Help for job applications/benefit problems Monday 10am-noon,N,N,N,N,N,Y,N,,,10.00am - noon every Saturday,N,N,N,N,N,N,Unknown,53.3942208,-2.0616269,Y,01/09/2025,simplified_address,,
Stockport Foodbank Trussell Trust,Stockport,Norris bank,"St Martin's Church, 112 Crescent Park",SK4 2JE,Mon & Thur 1-3pm,07483 115349,foodbank@stockportfoodbank.org.uk,http://stockport.foodbank.org.uk/,Foodbank Voucher,Free,Foodbank,,,Y,N,N,Y,N,N,N,01:00,15:00,Mon & Thur 1-3pm,Y,N,N,N,N,N,Referral,53.41217,-2.1803499,Y,01/09/2025,postcode,,
Stockport Foodbank Trussell Trust,Stockport,Offerton,"St. Philips Offerton, Half Moon Lane",SK2 5LB,Thursday 11am - 1pm,07483 115349,foodbank@stockportfoodbank.org.uk,http://stockport.foodbank.org.uk,Foodbank voucher,Free,Foodbank,,,N,N,N,Y,N,N,N,11:00,13:00,Thursday 11am - 1pm,Y,N,N,N,N,N,Referral,53.3969888,-2.1197886,Y,01/09/2025,original,,
Stockport Foodbank Trussell Trust,Stockport,Reddish,"Bairstow Centre, Rupert Street",SK5 7AP,Thursdays & Saturdays 10:30am - 12:30pm,07483 115349,foodbank@stockportfoodbank.org.uk,https://stockport.foodbank.org.uk/locations/,Foodbank Voucher,Free,Foodbank,,,N,N,N,Y,N,Y,N,10:30,12:30,Thursdays & Saturdays 10:30am - 12:30pm,Y,N,N,N,N,N,Referral,53.43618,-2.16105,Y,01/09/2025,postcode,,
Good Stuff social supermarket,Stockport,Reddish,"Re-dish hub, 2 Gorton Road",SK5 6AE,Weds and Friday 11-3pm,,,,No referral required,£5 to join (includes first shop); £4 for shop (one per week),Social supermarket,Lynn Brandwood (CEO) and Kell Gaskill (Community Development Worker),"Fresh veg fruit and veg, chilled and frozen items; Store cupboard and household items",N,N,Y,N,Y,N,N,11:00,15:00,Weds and Friday 11-3pm,N,N,N,N,N,N,Both,53.4408662,-2.1587693,Y,01/09/2025,simplified_address,,
Cherry Tree project,Stockport,Romiley,"The Guywood, 19 Guywood Ln",SK6 4AN,Thursday 10-12,0161 511 9148,,https://Facebook.com/cherrytreeproject,No referral required,Free,Food support; Pet food bank,,Social isolation group and children groups with meals,N,N,N,Y,N,N,N,10:00,12:00,Thursday 10-12,Y,N,N,N,N,N,Both,53.4151037,-2.0885927,Y,01/09/2025,postcode,,
Stockport Homes Your Local Pantry A  Mottram Street Pantry,Stockport,Stockport,"Mottram Towers, Mottram Fold",SK1 3NY,Friday 10am A  12.30,7970434134,pantry@stockporthomes.org,https://www.yourlocalpantry.co.uk/,Membership required,£4.50 a week for affordable food,Local Pantry,,,N,N,N,N,Y,N,N,10:00,12:00,Friday 10am A  12.30,N,N,N,N,N,N,Unknown,53.4053027,-2.1565766,Y,01/09/2025,original,,
Stockport Homes Your Local Pantry - Penny Lane Pantry,Stockport,Stockport,"Hanover Towers, Lancashire Hill, Penny Lane",SK5 7RJ,Wednesday 10am A  12.30,7970434134,pantry@stockporthomes.org,https://www.yourlocalpantry.co.uk/,Membership required,£4.50 a week for affordable food,Local Pantry,,,N,N,Y,N,N,N,N,10:00,12:00,Wednesday 10am A  12.30,N,N,N,N,N,N,Unknown,53.4150752,-2.1590459,Y,01/09/2025,simplified_address,,
Stockport Foodbank Trussell Trust,Stockport,Stockport,"Tiviot Dale Methodist Church, 2-4 Tiviot Dale",SK1 1TA,Wednesday 2.30 A  4.30pm,07483 115349,foodbank@stockportfoodbank.org.uk,https://stockport.foodbank.org.uk/locations/,Foodbank Voucher,Free,Foodbank,,,N,N,Y,N,N,N,N,10:30,04:00,Wednesday 2.30 A  4.30pm,Y,N,N,N,N,N,Referral,53.4129864,-2.1589042,Y,01/09/2025,postcode,,
Highway Hope,Stockport,Stockport,30 Princes Street,SK1 1SE,Tuesday 11 A  2pm,07931 699897 07723447200,,,Registration required,Free,Food support,KELVIN / ESTHER,,N,Y,N,N,N,N,N,11:00,14:00,Tuesday 11 A  2pm,N,N,N,N,N,N,Unknown,53.7665437,-2.4131003,Y,01/09/2025,original,,
Stockport Homes A  Your Local Pantry - Woodley Pantry,Stockport,Woodley,"Arthur Greenwood Community Centre, Hipley Close",SK6 1ES,Tuesday 3 - 6pm,7970434134,pantry@stockporthomes.org,https://www.yourlocalpantry.co.uk/,Membership required,£4.50 a week for affordable food,Local Pantry,,,N,Y,N,N,N,N,N,03:00,18:00,Tuesday 3 - 6pm,N,N,N,N,N,N,Unknown,53.4251,-2.09972,Y,01/09/2025,postcode,,
Tameside East Trussell Trust,Tameside,Ashton,"New Life Church, Hall Street",OL6 6SD,Thurs. 1pm A  3pm,,info@tamesideeast.foodbank.org.uk,https://tamesideeast.foodbank.org.uk/locations/,Food voucher,Free,Foodbank,,,N,N,N,Y,N,N,N,13:00,15:00,Thurs. 1pm A  3pm,Y,N,N,N,N,N,Referral,53.4860158,-2.0761513,Y,01/09/2025,original,,
Cedar Park Pantry Store,Tameside,Ashton,"Cedar Park, Queen's Road",OL6 8EG,Tuesday 9:30am-12 Noon,,community. manager@auitc.co.uk,https://www.facebook.com/smallshawhurstchildrenscommunity/,Membership scheme,£3 for range of food worth at least £18,Pantry Store,Angela Gratton,,N,Y,N,N,N,N,N,09:30,12:00,Tuesday 9:30am-12 Noon,N,N,N,N,N,N,Unknown,51.4374944,-2.6048114,Y,01/09/2025,simplified_address,,
Revelation Foodbank,Tameside,Ashton,"RCCG City of Truth, 6 Old Street",OL6 6LB,Open Sundays. 1:45pm - 2:45pm,7403555272,,Facebook:rccgcityoftruth,Minimal evidence required,Free,Foodbank,,,N,N,N,N,N,N,Y,13:45,14:45,Open Sundays. 1:45pm - 2:45pm,Y,N,N,N,N,N,Unknown,53.4886001,-2.090833,Y,01/09/2025,simplified_address,,
Bread and Butter Thing,Tameside,Ashton,St Peter's Church - The Linda Fletcher Community Base Ryecroft House,OL7 0SA,,,hello@breadandbutterthing.org,https://breadandbutterthing.org/,Text  063 304 to join,Membership fees apply,Membership pantry,,,N,N,N,N,N,N,N,,,,N,N,N,N,N,N,Unknown,53.48271,-2.10484,Y,01/09/2025,postcode,,
Ashton Central Community grocer,Tameside,Ashton,"Holy Trinity Community Centre, Dean Street",OL6 7HD,Open every Monday from 1pm- 2.30pm except Bank holidays,,neighbourhoodengagement@jigsawhomes.org.uk,,Criteria applies,£5 per visit per household,Community grocer,,,Y,N,N,N,N,N,N,13:00,02:00,Open every Monday from 1pm- 2.30pm except Bank holidays,N,N,N,N,N,N,Unknown,53.494293,-2.1119685,Y,01/09/2025,simplified_address,,
Ashton Community Fridge,Tameside,Ashton,"Ashton Central Mosque, Hillgate St",OL6 9JA,Every Sunday 10-11:30am,07356 037755,support@ashtoncommunityfridge.com,https://www.ashtoncommunityfridge.com/,Proof of address required,Free,Community Fridge,,Online registration available,N,N,N,N,N,N,Y,10:00,11:30,Every Sunday 10-11:30am,N,N,N,N,N,N,Unknown,53.4925016,-2.0866321,Y,01/09/2025,original,,
The Base at Ashton Pioneer Homes,Tameside,Ashton,The Base Ryecroft House,OL7 0SA,Need to call to collect a parcel,07442809496 07802866323,nikjwoods@gmail.com,,Registration required,Free,Food parcels,Nicola Woods,The Rough Diamonds @The Base,N,N,N,N,N,N,N,,,Need to call to collect a parcel,Y,N,N,N,N,N,Unknown,53.48271,-2.10484,Y,01/09/2025,postcode,,
Barakah Food Aid,Tameside,Denton,,M34,Parcels delivered 7 week,07506 527523,barakahfoodaid@gmail.com,https://www.facebook.com/BarakahFoodAid/,Must be via referral from professional who can verify,Free,Food Aid,,,N,N,N,N,N,N,N,,,Parcels delivered 7 week,N,N,N,N,N,N,Referral,51.4161059,0.870379,Y,01/09/2025,original,,
Droylsden & District Trussell Trust,Tameside,Droylsden,27 Queens Walk (back of building),M43 7AD,Friday 12pm - 1pm,07473 452813,info@droylsdendistrict.foodbank.org.uk,http://droylsdendistrict.foodbank.org.uk/,Foodbank Voucher,Free,Foodbank,,Outside referral area need agency to collect,N,N,N,N,Y,N,N,12:00,13:00,Friday 12pm - 1pm,Y,N,N,N,N,N,Referral,53.47998,-2.14624,Y,01/09/2025,postcode,,
Feedo Needo Community Cafe/ Food Bank,Tameside,Droylsden,"Droylsden Juniors Football Club, Lewis Road",M43 6NR,Thursdays 10.30; Cafe Monday-Thursday 10-1pm,7484378821,rebecca@feedoneedo.org.uk,https://feedoneedo.org.uk,Registration required,Free,Community Cafe/ Food Bank,,,Y,N,N,Y,N,N,N,10:00,13:00,Thursdays 10.30; Cafe Monday-Thursday 10-1pm,Y,Y,N,N,N,N,Unknown,53.4846348,-2.163631,Y,01/09/2025,simplified_address,,
Bread and Butter Thing,Tameside,Droylsden,"St Martins Church, St Martins Close",M43 7QS,,,hello@breadandbutterthing.org,https://breadandbutterthing.org/,Text  063 304 to join,Membership fees apply,Membership pantry,,,N,N,N,N,N,N,N,,,,N,N,N,N,N,N,Unknown,53.4884591,-2.1574963,Y,01/09/2025,simplified_address,,
Dukinfield Pantry,Tameside,Dukinfield,2 wellington parade Dukinfield (Opposite Methodist Church),SK16 4LE,Tuesday 9.30am till 12pm,7703618859,dukinfieldpantry@outlook.com,https://www.facebook.com/groups/535952850430998,Membership required,£4.50 Per visit,Pantry,,,N,Y,N,N,N,N,N,,,Tuesday 9.30am till 12pm,N,N,N,N,N,N,Unknown,53.48078,-2.0928,Y,01/09/2025,postcode,,
The Together Centre,Tameside,Dukinfield,287 Birch Lane,SK16 5AU,Friday 10.00 A  12.00PM; Saturday 10.00 A  11.00,0161 366 1987,karen@thetogethercentre.org.uk,@TheTogetherCentre,A £4.50 per bag,£4.50 per bag,Food Centre,,Deliver 2 course free meals to those unable to leave homes weekly (Jigsaw Residents only),N,N,N,N,Y,Y,N,00:00,12:00,Friday 10.00 A  12.00PM; Saturday 10.00 A  11.00,N,N,N,N,N,N,Unknown,53.470115,-2.0765164,Y,01/09/2025,original,,
Tameside East Trussell Trust,Tameside,Dukinfield,"St. John's Church Centre, Vicarage Drive off Oxford Road",SK16 5HZ,Friday 12noon - 2pm,,info@tamesideeast.foodbank.org.uk,http://tamesideeast.foodbank.org.uk/,Foodbank Voucher,Free,Foodbank,,On RHS of church building,N,N,N,N,Y,N,N,,,Friday 12noon - 2pm,Y,N,N,N,N,N,Referral,53.47674,-2.07605,Y,01/09/2025,postcode,,
Tameside South & Longdendale Trussell Trust,Tameside,Hattersley,"St Barnabas Church, Hattersley Rd East",SK14 3EQ,Fri 9 A  11,07901 786905,info@tamesidesouthlongdendale.foodbank.org.uk,http://tamesidesouthlongdendale.foodbank.org.uk/,Foodbank Voucher,Free,Foodbank,,,N,N,N,N,Y,N,N,09:00,11:00,Fri 9 A  11,Y,N,N,N,N,N,Referral,53.4507445,-2.0274594,Y,01/09/2025,original,,
Bread and Butter Thing,Tameside,Hattersley,"Zest, St Barnabas Church",SK14 3EQ,,,hello@breadandbutterthing.org,https://breadandbutterthing.org/,Text  063 304 to join,Membership fees apply,Membership pantry,,,N,N,N,N,N,N,N,,,,N,N,N,N,N,N,Unknown,53.44972,-2.02836,Y,01/09/2025,postcode,,
St Mary's Church,Tameside,Haughton Green,"Meadow Lane, Haughton Green",M34 7GD,Monday Tuesday and Friday 2:00-4:00pm (Parcels collected 3-4pm when booked),7479256785,foodbank@smhg.org.uk,http://www.stmaryshg.org.uk/#!food-bank/cxbf,Phone booking system - must phone first,Free,Foodbank,,One parcel per month limit per referral,Y,Y,N,N,Y,N,N,02:00,16:00,Monday Tuesday and Friday 2:00-4:00pm (Parcels collected 3-4pm when booked),Y,N,N,N,N,N,Unknown,53.4369999,-2.1015874,Y,01/09/2025,original,,
Bread and Butter Thing,Tameside,Haughton Green,"Haughton Green Community Centre, Tatton Road",M34 7PH,,,hello@breadandbutterthing.org,https://breadandbutterthing.org/,Text  063 304 to join,Membership fees apply,Membership pantry,,,N,N,N,N,N,N,N,,,,N,N,N,N,N,N,Unknown,53.4463561,-2.1172098,Y,01/09/2025,simplified_address,,
Tameside South & Longdendale Trussell Trust,Tameside,Hyde,"Hyde Central Methodist Church, Crook St",SK14 1NQ,Wed 11:00 - 12:30,07901 786905,info@tamesidesouthlongdendale.foodbank.org.uk,http://tamesidesouthlongdendale.foodbank.org.uk/,Foodbank Voucher,Free,Foodbank,,,N,N,Y,N,N,N,N,11:00,12:30,Wed 11:00 - 12:30,Y,N,N,N,N,N,Referral,53.4500046,-2.0767028,Y,01/09/2025,simplified_address,,
Bread and Butter Thing,Tameside,Hyde,"St George's Church, Church St",SK14 1JZ,,,hello@breadandbutterthing.org,https://breadandbutterthing.org/,Text  063 304 to join,Membership fees apply,Membership pantry,,,N,N,N,N,N,N,N,,,,N,N,N,N,N,N,Unknown,53.4874083,-2.0578249,Y,01/09/2025,original,,
Street Treats foodbank,Tameside,Hyde,"Hyde Morrisons, Mottram Road (underground car park)",SK14 2NN,Tuesday 9-9.30 am pre booked by Monday 6pm,,street-treats@hotmail.com,https://facebook.com/StreetTreatsManchester,No referral required,Free,Foodbank,,Address confirmation & name shown on first visit,Y,Y,N,N,N,N,N,09:00,09:00,Tuesday 9-9.30 am pre booked by Monday 6pm,Y,N,N,N,N,N,Both,53.4514779,-2.0649269,Y,01/09/2025,simplified_address,,
Mossley Foodbank,Tameside,Mossley,"Mossley Youth base, The Rowans",OL5 9DR,Thursday's 9am - 12pm,7350885096,mossleyfoodbank@gmail.com,,Need referral for ALL requests,Free,Foodbank,,Parcels limited to 12 over 6 months; Baby Group Thursdays 12pm-2.30pm with baby bank,N,N,N,Y,N,N,N,09:00,12:00,Thursday's 9am - 12pm,Y,N,N,N,N,N,Referral,53.515322,-2.0316523,Y,01/09/2025,postcode,,
Barty's food bank,Tameside,Stalybridge,"The rear of Empire Spares & Electricals LTD, Unit 2 Clock Tower Works Leech St",SK15 1SD,Wed - Fri. 9.30 A  11am,,stevenbarton70@hotmail.co.uk,https://www.facebook.com/groups/600069250841399/,Referral required,Free,Food bank,Steven Barton,,N,N,Y,N,Y,N,N,10:30,11:00,Wed - Fri. 9.30 A  11am,Y,N,N,N,N,N,Unknown,53.4815517,-2.0590708,Y,01/09/2025,simplified_address,,
The Power of Resilience CIC,Tameside,Stalybridge,137 Stamford Street,SK15 1LU,,,,https://thepowerofresilience.co.uk/contact/,Registration required,Free (5 items per visit),24/7 Community Food Pantry,,Shelves may be sparse due to donation flow,N,N,N,N,N,N,N,,,,N,N,N,N,N,N,Unknown,53.4601508,-2.2622599,Y,01/09/2025,original,,
Tameside East Trussell Trust,Tameside,Stalybridge,"St Matthews, Dean Street (Between Library and Market Hall)",SK15 2JD,Monday & Tuesday 11am - 1pm,,info@tamesideeast.foodbank.org.uk,http://tamesideeast.foodbank.org.uk/,Foodbank Voucher,Free,Foodbank,,,Y,Y,N,N,N,N,N,11:00,13:00,Monday & Tuesday 11am - 1pm,Y,N,N,N,N,N,Referral,53.48312,-2.0561332,Y,01/09/2025,simplified_address,,
Tameside East Trussell Trust,Tameside,Stalybridge,"Reach Church, Huddersfield Road Millbrook",SK15 3JL,Wed 10:00 - 12:00,,info@tamesideeast.foodbank.org.uk,http://tamesideeast.foodbank.org.uk/,Foodbank Voucher,Free,Foodbank,,,N,N,Y,N,N,N,N,10:00,12:00,Wed 10:00 - 12:00,Y,N,N,N,N,N,Referral,53.4995002,-2.0294252,Y,01/09/2025,simplified_address,,
Bread and Butter Thing,Tameside,Stalybridge,Ridge Hill Big Local Hub: 4 Ambleside,SK15 1EB,,,hello@breadandbutterthing.org,https://breadandbutterthing.org/,Text  063 304 to join,Membership fees apply,Membership pantry,,,N,N,N,N,N,N,N,,,,N,N,N,N,N,N,Unknown,53.49087,-2.05998,Y,01/09/2025,postcode,,
Trafford South Trussell Trust,Trafford,Altrincham,"St Albans Church Hall, Lindsell Road",WA14 5NX,Wednesday 10.30 -12.30,,info@traffordsouth.foodbank.org.uk,http://traffordsouth.foodbank.org.uk/,Foodbank Voucher,Free,Foodbank,,,N,N,Y,N,N,N,N,10:30,12:00,Wednesday 10.30 -12.30,Y,N,N,N,N,N,Referral,53.40329,-2.3538,Y,01/09/2025,postcode,,
Bread and Butter Thing,Trafford,Altrincham,Hub Altrincham - Pownall Road,WA14 2SZ,,,hello@breadandbutterthing.org,https://breadandbutterthing.org/,Membership pantry,Membership fees apply,Membership pantry,,,N,N,N,N,N,N,N,,,,N,N,N,N,N,N,Unknown,53.3827031,-2.3487776,Y,01/09/2025,simplified_address,,
Bread and Butter Thing,Trafford,Flixton,"8th Flixton Scout hut, Woodsend Crescent road",M41 8AD,,,hello@breadandbutterthing.org,https://breadandbutterthing.org/,Please contact for further details,Membership fees apply,Membership pantry,,,N,N,N,N,N,N,N,,,,N,N,N,N,N,N,Unknown,53.4490797,-2.3970371,Y,01/09/2025,simplified_address,,
Bread and Butter Thing,Trafford,Old Trafford,"St Johns Centre, St Johns Road",M16 7GX,,,hello@breadandbutterthing.org,https://breadandbutterthing.org/,Please contact for further details,Membership fees apply,Membership pantry,,,N,N,N,N,N,N,N,,,,N,N,N,N,N,N,Unknown,52.4927213,-1.9986513,Y,01/09/2025,original,,
Manchester South Central Trussell Trust,Trafford,Old Trafford,"St Bride's Church, St Brides Way",M16 9NW,Wed 1 A  3pm,0161 226 3413 07561 680009,info@manchestersouthcentral.foodbank.org.uk,http://manchestersouthcentral.foodbank.org.uk/,Foodbank Voucher,Free,Foodbank,,,N,N,Y,N,N,N,N,01:00,15:00,Wed 1 A  3pm,Y,N,N,N,N,N,Referral,53.4609714,-2.2618494,Y,01/09/2025,original,,
Bread and Butter Thing,Trafford,Partington,"The Partington Youth and Community Centre, 118 Moss Ln",M31 4FA,,,hello@breadandbutterthing.org,https://breadandbutterthing.org/,Membership pantry,Membership fees apply,Membership pantry,,,N,N,N,N,N,N,N,,,,N,N,N,N,N,N,Unknown,53.4168685,-2.4251565,Y,01/09/2025,simplified_address,,
Trafford South Trussell Trust,Trafford,Partington,"St. Mary's church, Manchester Road",M31 4FB,Thursday 10.30 -12.30,,info@traffordsouth.foodbank.org.uk,http://traffordsouth.foodbank.org.uk/,Foodbank Voucher,Free,Foodbank,,,N,N,N,Y,N,N,N,10:30,12:00,Thursday 10.30 -12.30,Y,N,N,N,N,N,Referral,53.4762947,-2.5511824,Y,01/09/2025,original,,
Trafford South Trussell Trust,Trafford,Sale,"Sale West Community centre, Newbury Avenue",M33 4QW,Tue 11:00 - 13:00,,info@traffordsouth.foodbank.org.uk,http://traffordsouth.foodbank.org.uk/,Foodbank Voucher,Free,Foodbank,,,N,Y,N,N,N,N,N,11:00,13:00,Tue 11:00 - 13:00,Y,N,N,N,N,N,Referral,53.4185019,-2.3572339,Y,01/09/2025,simplified_address,,
Trafford South Trussell Trust,Trafford,Sale,"Sale Moor Community Centre, 271 Norris Road",M33 2TN,Mon 12 A  2pm,,info@traffordsouth.foodbank.org.uk,http://traffordsouth.foodbank.org.uk/,Foodbank Voucher,Free,Foodbank,,,Y,N,N,N,N,N,N,12:00,14:00,Mon 12 A  2pm,Y,N,N,N,N,N,Referral,53.4147104,-2.3046284,Y,01/09/2025,simplified_address,,
Bread and Butter Thing,Trafford,Sale,"Sale West Community Centre, Newbury Avenue",M33 4QW,,,hello@breadandbutterthing.org,https://breadandbutterthing.org/,Please contact for further details,Membership fees apply,Membership pantry,,,N,N,N,N,N,N,N,,,,N,N,N,N,N,N,Unknown,53.4185019,-2.3572339,Y,01/09/2025,simplified_address,,
Bread and Butter Thing,Trafford,Sale,"St Anne's Church, Church Road West",M33 3GD,,,hello@breadandbutterthing.org,https://breadandbutterthing.org/,Please contact for further details,Membership fees apply,Membership pantry,,,N,N,N,N,N,N,N,,,,N,N,N,N,N,N,Unknown,51.4470582,-2.5492813,Y,01/09/2025,original,,
Bread and Butter Thing,Trafford,Stretford,"Gorse Hill Church, Wesley Street",M32 0GL,,,hello@breadandbutterthing.org,https://breadandbutterthing.org/,Please contact for further details,Membership fees apply,Membership pantry,,,N,N,N,N,N,N,N,,,,N,N,N,N,N,N,Unknown,53.455937,-2.2974592,Y,01/09/2025,original,,
Bread and Butter Thing,Trafford,Stretford,Stretford All Saints Church,M32 8EB,,,hello@breadandbutterthing.org,https://breadandbutterthing.org/,Please contact for further details,Membership fees apply,Membership pantry,,,N,N,N,N,N,N,N,,,,N,N,N,N,N,N,Unknown,53.45317,-2.31905,Y,01/09/2025,postcode,,
Trafford North Foodbank,Trafford,Stretford,,,,0161 243 0720,info@traffordnorth.foodbank.org.uk,,Call Citizens Advice  278  (option 4) for voucher,Free,Delivery Service,,Home delivery only; Referrals before 11:30am delivered same day,N,N,N,N,N,N,N,,,,N,N,Y,N,N,N,Referral,,,N,01/09/2025,,,
Trafford South Trussell Trust,Trafford,Timperley,"Timperley Methodist Church, Stockport Road",WA15 7UG,Fri 10. A  12,,info@traffordsouth.foodbank.org.uk,https://traffordsouth.foodbank.org.uk/locations/,Foodbank Voucher,Free,Foodbank,,,N,N,N,N,Y,N,N,,,Fri 10. A  12,Y,N,N,N,N,N,Referral,53.397231,-2.3195384,Y,01/09/2025,original,,
Bread and Butter Thing,Trafford,Timperley,"Broomwood, Mainwood Road",WA15 7JU,,,hello@breadandbutterthing.org,https://breadandbutterthing.org/,Please contact for further details,Membership fees apply,Membership pantry,,,N,N,N,N,N,N,N,,,,N,N,N,N,N,N,Unknown,53.3912831,-2.308231,Y,01/09/2025,original,,
Pantry Parcels Foodbank,Wigan,Ashton in Makerfield,"St Thomas' church car park, Warrington Road",WN4 9PL,9.30-12 Fridays,,deborahthomas-pantryparcels@outlook.com,,Also deal with emergencies when needed,Free,Foodbank,,,N,N,N,N,Y,N,N,09:30,12:00,9.30-12 Fridays,Y,N,N,N,N,N,Unknown,53.4860155,-2.6394482,Y,01/09/2025,simplified_address,,
Ashton Pantry,Wigan,Ashton in Makerfield,"St Thomas's Church Hall, Warrington Rd",WN4 9PL,Tues 11-12 & Thurs 2-3pm; Sun 3-4pm,,foodprovision@churchwigan.org,,A £5 annual fee basis then pay as you feel,£3 suggested donation,Food Pantry,,Run by Church Wigan,N,Y,N,Y,N,N,Y,11:00,12:00,Tues 11-12 & Thurs 2-3pm; Sun 3-4pm,N,N,N,N,N,N,Unknown,53.4860155,-2.6394482,Y,01/09/2025,simplified_address,,
Holy Trinity Pop-Up Pantry,Wigan,Ashton in Makerfield,Rectory Rd,WN4 0QF,Friday 9am-10am,,foodprovision@churchwigan.org,,A £5 annual membership,£3 suggested donation per visit,Pop-Up Pantry,,,N,N,N,N,Y,N,N,09:00,10:00,Friday 9am-10am,N,N,N,N,N,N,Unknown,53.4987274,-2.6686602,Y,01/09/2025,original,,
Atherton & Leigh Foodbank,Wigan,Atherton,"Atherton Parish Church, Market Place",M46 0DD,Wednesdays & Friday 1pm - 3pm,7980881925,info@athertonleigh.foodbank.org.uk,http://athertonleigh.foodbank.org.uk/,Referral required,Free,Foodbank,,,N,N,Y,N,Y,N,N,13:00,15:00,Wednesdays & Friday 1pm - 3pm,Y,N,N,N,N,N,Referral,51.5000209,-0.192442,Y,01/09/2025,postcode,,
Annie's Pantry,Wigan,Beech Hill,"St. Anne's Community Centre, Beech Hill Avenue",WN6 7TA,Open Monday 12noon-2pm,,foodprovision@churchwigan.org,,A £5 annual fee then pay as you feel,£3 suggested donation,Pantry,,Run by Church Wigan; Delivery only if collection not possible,Y,N,N,N,N,N,N,,,Open Monday 12noon-2pm,N,N,N,N,N,N,Unknown,53.5594901,-2.6506394,Y,01/09/2025,original,,
Storehouse Project,Wigan,Billinge,"Family Church Billinge, 31 Crank Road",WN5 7DT,Monday - Friday 9am A  12.30pm,01942 938333,info@storehouseproject.org,https://www.facebook.com/storehouseproject,Referral from agent required,Free,Food support; Household furniture; Clothing; Baby bank,,No self-referrals; Only case workers allowed onsite,Y,Y,Y,Y,Y,N,N,09:00,12:00,Monday - Friday 9am A  12.30pm,N,N,N,Y,N,Y,Referral,53.5098498,-2.7305987,Y,01/09/2025,simplified_address,,
Aidan's Pantry,Wigan,Billinge,"St. Aidan's Church, Main Street",WN5 7LA,Friday 11-1.30pm,,foodprovision@churchwigan.org,,A £5 annual fee then pay as you feel,£3 suggested donation,Pantry,,Run by Church Wigan; Delivery only if collection not possible,N,N,N,N,Y,N,N,11:00,01:00,Friday 11-1.30pm,N,N,N,N,N,N,Unknown,53.5009725,-2.7056824,Y,01/09/2025,simplified_address,,
All Saints Food Bank,Wigan,Golborne,All Saints Church High Street,WA3 3BG,Friday Mornings 10am A  12pm,01942 273851,allsaintsfoodbank@rcaol.org.uk,,Referrals required from social services,Free,Food Bank,,5 visits per referral (within 12 months); Delivery service available; 95% store cupboard items,N,N,N,N,Y,N,N,10:00,12:00,Friday Mornings 10am A  12pm,Y,N,N,N,N,N,Referral,53.4744723,-2.5985617,Y,01/09/2025,original,,
Cornerstone family church,Wigan,Hindley Green,"The Bethel, Atherton Road",WN2 4SA,Friday and Saturday 10am to 11am,07841 494037,steppy. channings@gmail.com,https://www.facebook.com/profile.php?id=100068885194100,No referral - just turn up with bag,Free,Free food provision,,Hours may change over Christmas,N,N,N,N,Y,Y,N,,,Friday and Saturday 10am to 11am,N,N,N,N,N,N,Both,53.5242321,-2.5494146,Y,01/09/2025,simplified_address,,
Christ Church Pantry,Wigan,Ince,"Christ Church, Church St",WN3 4RF,Thurs 9-12noon,,foodprovision@churchwigan.org,,A £5 annual fee then pay as you feel,£3 suggested donation,Pantry,,Run by Church Wigan; Delivery only if collection not possible,N,N,N,Y,N,N,N,09:00,12:00,Thurs 9-12noon,N,N,N,N,N,N,Unknown,53.4912843,-2.5226092,Y,01/09/2025,original,,
The Bridge at Leigh,Wigan,Leigh,6 The Avenue,WN7 1ES,Monday to Friday 10 A  3pm,01942 678 255,thebridgeatleigh@gmail.com,https://www.facebook.com/groups/thebridgeatleigh,A £2 annual membership fee,Low cost basket pricing,Community Food Shop,,,Y,N,N,N,Y,N,N,10:00,15:00,Monday to Friday 10 A  3pm,N,N,N,N,N,N,Unknown,53.4990264,-2.5182435,Y,01/09/2025,original,,
Atherton & Leigh Foodbank,Wigan,Leigh,"Kingsleigh Methodist Church, King Street",WN7 4LR,Monday & Tuesday 10 - 12noon,7980881925,info@athertonleigh.foodbank.org.uk,http://athertonleigh.foodbank.org.uk/,Referral required,Free,Foodbank,,,Y,Y,N,N,N,N,N,10:00,12:00,Monday & Tuesday 10 - 12noon,Y,N,N,N,N,N,Referral,53.4956825,-2.5198419,Y,01/09/2025,original,,
